name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
,1471,354766753.0,,yes,,,,"POLYGON ((80.2458851 13.0072527, 80.2460674 13.0072451, 80.2460638 13.0071635, 80.2460277 13.007165, 80.2460269 13.0071468, 80.245948 13.0071501, 80.2459487 13.007166, 80.2458814 13.0071688, 80.2458851 13.0072527))",POINT (80.2459751 13.0072033),197.8,2129.3,7,2.1291014771200003,2.1291014771200003
,1472,354766771.0,,yes,,,,"POLYGON ((80.2470941 13.0079444, 80.24707600000001 13.0080428, 80.24695699999999 13.0080557, 80.246967 13.0081323, 80.2471178 13.0081178, 80.2471951 13.0081807, 80.24723160000001 13.0081141, 80.24715689999999 13.0080637, 80.2471692 13.0079634, 80.2470941 13.0079444))",POINT (80.2471003 13.0080706),335.3,3608.7,7,3.60913915712,3.60913915712
,1473,354766833.0,,yes,,,,"POLYGON ((80.2318271 12.9823178, 80.23181169999999 12.9823521, 80.23183160000001 12.9823606, 80.23181150000001 12.9824054, 80.23183109999999 12.9824138, 80.23182079999999 12.9824367, 80.2318415 12.9824456, 80.2317927 12.9825543, 80.23184860000001 12.9825781, 80.2319432 12.9823673, 80.2318271 12.9823178))",POINT (80.2318617 12.9824376),230.4,2480.5,44,2.48000495616,2.48000495616
,1474,354766843.0,,yes,,,,"POLYGON ((80.23060529999999 12.9829114, 80.2306013 12.9828497, 80.2305415 12.9828534, 80.2305393 12.9828195, 80.2304132 12.9828273, 80.23041499999999 12.9828558, 80.23036070000001 12.9828592, 80.2303651 12.9829265, 80.23041139999999 12.9829236, 80.23041430000001 12.9829683, 80.2305648 12.982959, 80.2305618 12.9829141, 80.23060529999999 12.9829114))",POINT (80.2304824 12.9828936),315.0,3390.3,44,3.390631776,3.390631776
,1475,354766851.0,,yes,,,,"POLYGON ((80.2317549 12.9823643, 80.23174950000001 12.9823059, 80.2317608 12.9823049, 80.2317568 12.982262, 80.23174640000001 12.9822629, 80.2317412 12.9822067, 80.2316874 12.9822114, 80.2316915 12.9822553, 80.2316709 12.9822571, 80.23167599999999 12.9823116, 80.231694 12.98231, 80.2316995 12.9823692, 80.2317549 12.9823643))",POINT (80.2317183 12.9822877),122.6,1319.3,44,1.31965541504,1.31965541504
,1476,354766867.0,,yes,,,,"POLYGON ((80.224329 12.984727, 80.2243924 12.9847263, 80.22439230000001 12.9847154, 80.2244132 12.9847152, 80.2244128 12.9846751, 80.2244204 12.984675, 80.22441999999999 12.9846395, 80.2244046 12.9846397, 80.2244043 12.9846071, 80.2243244 12.984608, 80.2243249 12.9846498, 80.22431779999999 12.9846498, 80.22431829999999 12.9846919, 80.22432860000001 12.9846918, 80.224329 12.984727))",POINT (80.2243675 12.9846663),124.8,1342.9,42,1.34333601792,1.34333601792
,1477,354766883.0,,yes,,,,"POLYGON ((80.22402580000001 12.984015, 80.2240242 12.9840849, 80.2241714 12.984088, 80.2241729 12.9840181, 80.22402580000001 12.984015))",POINT (80.2240986 12.9840515),123.4,1328.4,42,1.32826654336,1.32826654336
,1478,354766901.0,,yes,,,,"POLYGON ((80.2241178 12.9835829, 80.2242444 12.9835798, 80.22424150000001 12.9834687, 80.2241149 12.9834718, 80.2241178 12.9835829))",POINT (80.2241796 12.9835258),168.8,1816.8,42,1.8169480755200003,1.8169480755200003
,1479,354766908.0,,yes,,,,"POLYGON ((80.22763670000001 12.986874, 80.2276212 12.9867864, 80.2274669 12.9868123, 80.2274824 12.9869, 80.22763670000001 12.986874))",POINT (80.2275518 12.9868432),167.0,1797.8,35,1.7975730368,1.7975730368
,1480,354766922.0,,yes,,,,"POLYGON ((80.2273505 12.9833577, 80.2273434 12.9832824, 80.2271993 12.9832954, 80.22720649999999 12.9833707, 80.2273505 12.9833577))",POINT (80.2272749 12.9833265),131.2,1412.2,43,1.41222504448,1.41222504448
,1481,354766936.0,,yes,,,,"POLYGON ((80.23042030000001 12.9842086, 80.23041809999999 12.9841184, 80.23037650000001 12.9841193, 80.2303787 12.9842096, 80.23042030000001 12.9842086))",POINT (80.2303984 12.984164),45.1,484.9,44,0.48545235904000006,0.48545235904000006
,1482,354766944.0,,yes,,,,"POLYGON ((80.2311411 12.9844815, 80.2311387 12.9843828, 80.23095530000001 12.9843871, 80.2309577 12.9844858, 80.2311411 12.9844815))",POINT (80.2310482 12.9844343),217.2,2338.1,44,2.3379213388799998,2.3379213388799998
,1483,354766957.0,,yes,,,,"POLYGON ((80.2319457 12.983137, 80.2319127 12.9830269, 80.23183950000001 12.9830477, 80.2318724 12.9831578, 80.2319457 12.983137))",POINT (80.23189259999999 12.9830924),104.9,1129.6,44,1.12913420096,1.12913420096
,1484,354766962.0,,yes,,,,"POLYGON ((80.2283614 12.9835621, 80.228318 12.9833821, 80.2282514 12.9833974, 80.22829489999999 12.9835774, 80.2283614 12.9835621))",POINT (80.22830639999999 12.9834797),151.6,1632.2,43,1.63180881664,1.63180881664
,1485,354766976.0,,yes,,,,"POLYGON ((80.2288247 12.9871159, 80.22882009999999 12.9869556, 80.2287235 12.9869582, 80.228728 12.9871185, 80.2288247 12.9871159))",POINT (80.2287741 12.9870371),185.9,2001.5,35,2.00101094336,2.00101094336
,1486,354766982.0,,yes,,,,"POLYGON ((80.22765 12.9862275, 80.22761800000001 12.9861024, 80.22756099999999 12.9861162, 80.22759310000001 12.9862413, 80.22765 12.9862275))",POINT (80.2276055 12.9861718),90.7,976.8,35,0.9762866732800001,0.9762866732800001
,1487,354767014.0,,yes,,,,"POLYGON ((80.23082290000001 12.9826652, 80.23080349999999 12.9824816, 80.23070079999999 12.9824919, 80.23072019999999 12.9826755, 80.23082290000001 12.9826652))",POINT (80.2307619 12.9825786),228.5,2459.9,44,2.4595535264,2.4595535264
,1488,354767019.0,,yes,,,,"POLYGON ((80.22820489999999 12.9854924, 80.2281967 12.9854103, 80.2280627 12.985423, 80.2280708 12.985505, 80.22820489999999 12.9854924))",POINT (80.22813379999999 12.9854577),133.1,1433.1,35,1.43267647424,1.43267647424
,1489,354767026.0,,yes,,,,"POLYGON ((80.22866860000001 12.9860084, 80.22866329999999 12.9859192, 80.2285545 12.9859253, 80.2285598 12.9860146, 80.22866860000001 12.9860084))",POINT (80.2286115 12.9859669),116.8,1257.7,35,1.25722473472,1.25722473472
,1490,354767042.0,,yes,,,,"POLYGON ((80.23244219999999 12.9823186, 80.2324735 12.9822162, 80.2323626 12.982184, 80.2323313 12.9822864, 80.23244219999999 12.9823186))",POINT (80.2324024 12.9822513),148.3,1596.1,44,1.5962879123200002,1.5962879123200002
,1491,354767053.0,,yes,,,,"POLYGON ((80.22220419999999 12.9829104, 80.222185 12.9828455, 80.2220276 12.9828897, 80.2220468 12.9829545, 80.22220419999999 12.9829104))",POINT (80.22211590000001 12.9829),132.6,1427.1,42,1.4272945190400002,1.4272945190400002
,1492,354767057.0,,yes,,,,"POLYGON ((80.2239812 12.9841075, 80.2239835 12.9840039, 80.2238323 12.9840007, 80.22383000000001 12.9841043, 80.2239812 12.9841075))",POINT (80.22390679999999 12.9840541),187.9,2023.1,42,2.02253876416,2.02253876416
,1493,354767060.0,,yes,,,,"POLYGON ((80.23034060000001 12.9827619, 80.23045159999999 12.982755, 80.2304402 12.9825795, 80.23032910000001 12.9825864, 80.23034060000001 12.9827619))",POINT (80.2303904 12.9826707),234.7,2526.1,44,2.52628977088,2.52628977088
,1494,354767064.0,,yes,,,,"POLYGON ((80.2309233 12.9843547, 80.23092080000001 12.9842526, 80.2308689 12.9842538, 80.2308714 12.9843559, 80.2309233 12.9843547))",POINT (80.2308961 12.9843042),63.6,684.4,44,0.68458470144,0.68458470144
,1495,354767078.0,,yes,,,,"POLYGON ((80.2233087 12.9834371, 80.22330770000001 12.983286, 80.2232226 12.9832865, 80.2232236 12.9834376, 80.2233087 12.9834371))",POINT (80.2232657 12.9833618),154.2,1660.0,42,1.65979498368,1.65979498368
,1496,354767084.0,,yes,,,,"POLYGON ((80.2302376 12.9836099, 80.2302286 12.9835429, 80.23009450000001 12.98356, 80.2301034 12.9836269, 80.2302376 12.9836099))",POINT (80.230166 12.9835849),109.5,1179.1,44,1.1786481888,1.1786481888
,1497,354767096.0,,yes,,,,"POLYGON ((80.227554 12.9836987, 80.22753590000001 12.9835084, 80.2274683 12.9835145, 80.2274864 12.9837048, 80.227554 12.9836987))",POINT (80.2275112 12.9836066),155.6,1674.9,43,1.67486445824,1.67486445824
,1498,354767116.0,,yes,,,,"POLYGON ((80.2265467 12.9869793, 80.2265427 12.9869094, 80.2264259 12.9869157, 80.2264299 12.9869856, 80.2265467 12.9869793))",POINT (80.2264863 12.9869475),98.2,1057.2,35,1.05701600128,1.05701600128
,1499,354767120.0,,yes,,,,"POLYGON ((80.2248574 12.9847509, 80.224862 12.9846106, 80.22476880000001 12.9846077, 80.2247642 12.984748, 80.2248574 12.9847509))",POINT (80.22481310000001 12.9846793),157.0,1689.7,42,1.6899339328,1.6899339328
,1500,354767132.0,,yes,,,,"POLYGON ((80.2291937 12.9866514, 80.22918869999999 12.9865665, 80.2291274 12.9865699, 80.2291324 12.9866549, 80.2291937 12.9866514))",POINT (80.22916050000001 12.9866107),62.7,674.4,35,0.6748971820800002,0.6748971820800002
,1501,354767136.0,,yes,,,,"POLYGON ((80.2269781 12.986383, 80.2269606 12.9862415, 80.2268736 12.9862517, 80.2268911 12.9863932, 80.2269781 12.986383))",POINT (80.2269258 12.9863174),149.8,1612.2,35,1.6124337779200002,1.6124337779200002
,1502,354767141.0,,yes,,,,"POLYGON ((80.2311031 12.9839697, 80.231089 12.9838252, 80.2308728 12.9838452, 80.2308869 12.9839897, 80.2311031 12.9839697))",POINT (80.2309879 12.9839075),378.1,4069.3,44,4.06983452224,4.06983452224
,1503,354767152.0,,yes,,,,"POLYGON ((80.22819920000001 12.9853909, 80.2281919 12.9853119, 80.22800890000001 12.9853279, 80.2280162 12.9854069, 80.22819920000001 12.9853909))",POINT (80.2281041 12.9853594),174.8,1881.3,35,1.8815315379200002,1.8815315379200002
,1504,354767169.0,,yes,,,,"POLYGON ((80.2324787 12.9826547, 80.2325125 12.9825438, 80.2323306 12.9824911, 80.2322968 12.982602, 80.2324787 12.9826547))",POINT (80.2324047 12.9825729),263.3,2834.1,44,2.8341376083200003,2.8341376083200003
,1505,354767172.0,,yes,,,,"POLYGON ((80.2319569 12.9829613, 80.2319279 12.9828446, 80.2318418 12.9828648, 80.2318708 12.9829816, 80.2319569 12.9829613))",POINT (80.23189929999999 12.9829131),127.6,1373.5,44,1.37347496704,1.37347496704
,1506,354767182.0,,yes,,,,"POLYGON ((80.2299482 12.9828176, 80.22994370000001 12.9827494, 80.22984460000001 12.9827556, 80.2298491 12.9828238, 80.2299482 12.9828176))",POINT (80.2298964 12.9827866),81.4,876.1,43,0.8761823065600002,0.8761823065600002
,1507,354767188.0,,yes,,,,"POLYGON ((80.22975409999999 12.9837931, 80.22974809999999 12.9837027, 80.2296631 12.9837081, 80.2296691 12.9837985, 80.22975409999999 12.9837931))",POINT (80.2297086 12.9837506),92.5,996.1,43,0.9956617120000001,0.9956617120000001
,1508,354767192.0,,yes,,,,"POLYGON ((80.2254095 12.9836873, 80.2255145 12.9836885, 80.2255164 12.9835241, 80.2254114 12.983523, 80.2254095 12.9836873))",POINT (80.225463 12.9836057),207.0,2228.0,43,2.2281294527999997,2.2281294527999997
,1509,354767198.0,,yes,,,,"POLYGON ((80.2269984 12.9822368, 80.2269886 12.9821473, 80.22677400000001 12.9821696, 80.22678380000001 12.9822591, 80.2269984 12.9822368))",POINT (80.2268862 12.9822032),233.0,2507.6,43,2.5079911232,2.5079911232
,1510,354767207.0,,yes,,,,"POLYGON ((80.2311079 12.9843535, 80.23110490000001 12.9842292, 80.2310442 12.9842306, 80.23104720000001 12.9843549, 80.2311079 12.9843535))",POINT (80.2310761 12.984292),90.5,974.5,44,0.9741338912,0.9741338912
,1511,354767211.0,,yes,,,,"POLYGON ((80.2275011 12.9830046, 80.2274942 12.9829322, 80.2273611 12.9829442, 80.227368 12.9830166, 80.2275011 12.9830046))",POINT (80.2274311 12.9829744),116.6,1254.7,43,1.25507195264,1.25507195264
,1512,354767217.0,,yes,,,,"POLYGON ((80.2229924 12.9835767, 80.2229875 12.9835109, 80.2228044 12.983524, 80.2228094 12.9835898, 80.2229924 12.9835767))",POINT (80.22289840000001 12.9835503),145.2,1563.2,42,1.56291979008,1.56291979008
,1513,354767222.0,,yes,,,,"POLYGON ((80.22815799999999 12.9857977, 80.2281321 12.9855458, 80.2280511 12.9855536, 80.2280769 12.9858056, 80.22815799999999 12.9857977))",POINT (80.2281045 12.9856757),247.3,2662.3,35,2.66191504192,2.66191504192
,1514,354767232.0,,yes,,,,"POLYGON ((80.2323981 12.9830792, 80.2323849 12.9830051, 80.2322966 12.9830201, 80.2323098 12.9830942, 80.2323981 12.9830792))",POINT (80.2323473 12.9830496),80.8,870.2,44,0.86972396032,0.86972396032
,1515,354767267.0,,yes,,,,"POLYGON ((80.2282582 12.9835898, 80.228233 12.9834268, 80.2281547 12.9834383, 80.2281799 12.9836013, 80.2282582 12.9835898))",POINT (80.2282065 12.9835141),156.5,1685.0,43,1.6845519776000002,1.6845519776000002
,1516,354767288.0,,yes,,,,"POLYGON ((80.22474630000001 12.9819822, 80.22474889999999 12.9818817, 80.2245954 12.981878, 80.2245928 12.9819784, 80.22474630000001 12.9819822))",POINT (80.22467090000001 12.9819301),185.0,1991.7,42,1.9913234240000002,1.9913234240000002
,1517,354767292.0,,yes,,,,"POLYGON ((80.2285613 12.9861059, 80.2285495 12.9860271, 80.2284858 12.9860361, 80.2284975 12.9861149, 80.2285613 12.9861059))",POINT (80.22852349999999 12.986071),61.5,662.1,35,0.6619804896000001,0.6619804896000001
,1518,354767305.0,,yes,,,,"POLYGON ((80.2249341 12.9838036, 80.2249352 12.9837456, 80.2248058 12.9837433, 80.22480470000001 12.9838013, 80.2249341 12.9838036))",POINT (80.2248699 12.9837734),90.0,969.2,42,0.968751936,0.968751936
,1519,354767309.0,,yes,,,,"POLYGON ((80.2322106 12.983042, 80.2321987 12.9829204, 80.2321202 12.9829278, 80.2321321 12.9830494, 80.2322106 12.983042))",POINT (80.2321654 12.9829849),115.5,1243.6,44,1.2432316512,1.2432316512
,1520,354767318.0,,yes,,,,"POLYGON ((80.2246655 12.9834551, 80.22472809999999 12.9834558, 80.22472980000001 12.9833031, 80.2246672 12.9833024, 80.2246655 12.9834551))",POINT (80.22469769999999 12.9833791),114.7,1234.1,42,1.2346205228800002,1.2346205228800002
,1521,354767322.0,,yes,,,,"POLYGON ((80.2302713 12.9828925, 80.2303294 12.9828889, 80.2303192 12.9827324, 80.23026110000001 12.982736, 80.2302713 12.9828925))",POINT (80.23029529999999 12.9828125),109.5,1178.5,44,1.1786481888,1.1786481888
,1522,354767326.0,,yes,,,,"POLYGON ((80.2315239 12.9827603, 80.2314882 12.9829882, 80.2315679 12.9830179, 80.2316793 12.9828017, 80.2315239 12.9827603))",POINT (80.23156899999999 12.9828808),344.4,3707.1,44,3.7070907417599996,3.7070907417599996
,1523,354767335.0,,yes,,,,"POLYGON ((80.22498059999999 12.9834802, 80.2250921 12.9834814, 80.2250935 12.9833553, 80.224982 12.9833541, 80.22498059999999 12.9834802))",POINT (80.225037 12.9834177),168.6,1815.2,43,1.81479529344,1.81479529344
,1524,354767347.0,,yes,,,,"POLYGON ((80.2239458 12.9841896, 80.2239472 12.9841261, 80.2238558 12.9841242, 80.22385439999999 12.9841877, 80.2239458 12.9841896))",POINT (80.2239008 12.9841569),69.6,749.6,42,0.74916816384,0.74916816384
,1525,354767362.0,,yes,,,,"POLYGON ((80.2238341 12.9836498, 80.22402200000001 12.9836452, 80.2240199 12.983567, 80.2238321 12.9835716, 80.2238341 12.9836498))",POINT (80.223927 12.9836084),176.3,1897.5,42,1.8976774035200001,1.8976774035200001
,1526,354767374.0,,yes,,,,"POLYGON ((80.2278116 12.9866629, 80.2277678 12.9864793, 80.2276871 12.9864975, 80.22773100000001 12.9866812, 80.2278116 12.9866629))",POINT (80.22774939999999 12.9865802),187.2,2015.3,35,2.01500402688,2.01500402688
,1527,354767399.0,,yes,,,,"POLYGON ((80.22734149999999 12.983475, 80.2273337 12.9833926, 80.2271944 12.9834051, 80.22720219999999 12.9834875, 80.22734149999999 12.983475))",POINT (80.2272679 12.98344),138.8,1494.3,43,1.49403076352,1.49403076352
,1528,354767409.0,,yes,,,,"POLYGON ((80.2285784 12.9865738, 80.22856779999999 12.9864704, 80.22845580000001 12.9864812, 80.2284664 12.9865847, 80.2285784 12.9865738))",POINT (80.2285171 12.9865275),140.3,1510.5,35,1.51017662912,1.51017662912
,1529,354767415.0,,yes,,,,"POLYGON ((80.2321922 12.9827156, 80.2321689 12.982614, 80.2320508 12.9826397, 80.232074 12.9827412, 80.2321922 12.9827156))",POINT (80.23212150000001 12.9826776),151.0,1625.8,44,1.6253504704,1.6253504704
,1530,354767422.0,,yes,,,,"POLYGON ((80.2237969 12.9831919, 80.2237968 12.9830405, 80.22366150000001 12.9830406, 80.22366169999999 12.983192, 80.2237969 12.9831919))",POINT (80.22372919999999 12.9831162),245.6,2643.4,42,2.64361639424,2.64361639424
,1531,354767428.0,,yes,,,,"POLYGON ((80.2313734 12.9840776, 80.2313729 12.9840142, 80.23121089999999 12.9840155, 80.2312115 12.9840789, 80.2313734 12.9840776))",POINT (80.2312922 12.9840465),123.1,1325.5,44,1.32503737024,1.32503737024
,1532,354767444.0,,yes,,,,"POLYGON ((80.2265388 12.9868887, 80.2265349 12.9868211, 80.2263861 12.9868292, 80.22638999999999 12.9868968, 80.2265388 12.9868887))",POINT (80.2264625 12.986859),121.0,1302.6,35,1.3024331584000002,1.3024331584000002
,1533,354767452.0,,yes,,,,"POLYGON ((80.22753520000001 12.9864368, 80.2275143 12.986355, 80.2274634 12.9863674, 80.22748439999999 12.9864492, 80.22753520000001 12.9864368))",POINT (80.22749930000001 12.9864021),53.0,570.5,35,0.5704872512000001,0.5704872512000001
,1534,354767457.0,,yes,,,,"POLYGON ((80.22448249999999 12.9841752, 80.22448199999999 12.9841056, 80.22432860000001 12.9841066, 80.22432910000001 12.9841762, 80.22448249999999 12.9841752))",POINT (80.2244056 12.9841409),128.0,1378.3,42,1.3777805312,1.3777805312
,1535,354767471.0,,yes,,,,"POLYGON ((80.230929 12.9826477, 80.23090790000001 12.9824475, 80.230819 12.9824564, 80.2308402 12.9826566, 80.230929 12.9826477))",POINT (80.230874 12.982552),215.6,2320.5,44,2.32069908224,2.32069908224
,1536,354767473.0,,yes,,,,"POLYGON ((80.22994559999999 12.9836857, 80.2299383 12.983577, 80.2298686 12.9835815, 80.2298758 12.9836902, 80.22994559999999 12.9836857))",POINT (80.22990710000001 12.9836336),91.3,983.0,43,0.98274501952,0.98274501952
,1537,354767478.0,,yes,,,,"POLYGON ((80.2219784 12.9838431, 80.2219645 12.9837043, 80.22191340000001 12.9837092, 80.2219273 12.983848, 80.2219784 12.9838431))",POINT (80.22194589999999 12.9837762),85.9,924.4,42,0.9246199033600001,0.9246199033600001
,1538,354767491.0,,yes,,,,"POLYGON ((80.2273019 12.982921, 80.22729560000001 12.9828548, 80.2271872 12.9828646, 80.2271935 12.9829308, 80.2273019 12.982921))",POINT (80.2272445 12.9828928),86.8,934.3,43,0.93430742272,0.93430742272
,1539,354767496.0,,yes,,,,"POLYGON ((80.2227986 12.9835922, 80.2227936 12.9835264, 80.2226106 12.9835396, 80.2226156 12.9836054, 80.2227986 12.9835922))",POINT (80.2227046 12.9835659),145.2,1562.9,42,1.56291979008,1.56291979008
,1540,354767505.0,,yes,,,,"POLYGON ((80.2279806 12.9861671, 80.227959 12.9860281, 80.22788490000001 12.9860391, 80.22790639999999 12.9861781, 80.2279806 12.9861671))",POINT (80.2279327 12.9861031),126.5,1361.1,35,1.3616346656,1.3616346656
,1541,354767512.0,,yes,,,,"POLYGON ((80.23027690000001 12.9846807, 80.23025730000001 12.9845122, 80.23018399999999 12.9845203, 80.2302036 12.9846888, 80.23027690000001 12.9846807))",POINT (80.2302304 12.9846005),150.0,1614.9,44,1.61458656,1.61458656
,1542,354767535.0,,yes,,,,"POLYGON ((80.22219629999999 12.9830811, 80.2221711 12.9829957, 80.222084 12.9830201, 80.22210920000001 12.9831055, 80.22219629999999 12.9830811))",POINT (80.2221402 12.9830506),96.6,1039.6,42,1.0397937446399999,1.0397937446399999
,1543,354767542.0,,yes,,,,"POLYGON ((80.2246497 12.9834325, 80.22465099999999 12.9833237, 80.2245463 12.9833226, 80.22454500000001 12.9834314, 80.2246497 12.9834325))",POINT (80.224598 12.9833776),136.6,1470.7,42,1.47035016064,1.47035016064
,1544,354767557.0,,yes,,,,"POLYGON ((80.2302772 12.9836195, 80.2304153 12.9836162, 80.23041259999999 12.9835122, 80.23027449999999 12.9835155, 80.2302772 12.9836195))",POINT (80.23034490000001 12.9835658),172.4,1855.2,44,1.85569815296,1.85569815296
,1545,354767567.0,,yes,,,,"POLYGON ((80.22960070000001 12.9856663, 80.2295951 12.9855298, 80.2294761 12.9855344, 80.22948169999999 12.9856709, 80.22960070000001 12.9856663))",POINT (80.2295384 12.9856004),195.1,2100.2,35,2.10003891904,2.10003891904
,1546,354767582.0,,yes,,,,"POLYGON ((80.2248953 12.9829678, 80.22489729999999 12.9828894, 80.2248127 12.9828873, 80.22481070000001 12.9829657, 80.2248953 12.9829678))",POINT (80.22485399999999 12.9829276),79.6,856.8,42,0.85680726784,0.85680726784
,1547,354767589.0,,yes,,,,"POLYGON ((80.230037 12.9838054, 80.2300323 12.9836929, 80.2299728 12.9836953, 80.2299775 12.9838078, 80.230037 12.9838054))",POINT (80.2300049 12.9837503),80.4,865.6,43,0.86541839616,0.86541839616
,1548,354767593.0,,yes,,,,"POLYGON ((80.22494519999999 12.9842588, 80.225072 12.9842601, 80.2250726 12.9842044, 80.2249458 12.9842031, 80.22494519999999 12.9842588))",POINT (80.22500890000001 12.9842316),84.7,911.8,42,0.9117032108800001,0.9117032108800001
,1549,354767607.0,,yes,,,,"POLYGON ((80.2319468 12.982801, 80.2320599 12.9827718, 80.232035 12.9826803, 80.2319219 12.9827095, 80.2319468 12.982801))",POINT (80.2319909 12.9827407),132.8,1429.8,44,1.4294473011200002,1.4294473011200002
